game,achievement,description,achieved,unlocktime
Vampire Survivors,Hyper Dairy Plant,Defeat the Sword Guardian in the Dairy Plant.,True,2023-12-20 23:17:21
Vampire Survivors,Milky Way Map,Find the Milky Way Map.,True,2023-12-20 23:17:21
Vampire Survivors,Coffin: Dairy Plant,Find and open the coffin in the Dairy Plant.,True,2023-12-22 01:33:33
Vampire Survivors,Song Of Mana,Survive 15 minutes with Poppea.,True,2023-12-23 20:57:20
Vampire Survivors,Mannajja,Evolve the Song Of Mana.,True,2023-12-23 20:57:20
Vampire Survivors,Christine,Get Pentagram to Level 7,True,2023-12-20 23:17:21
Vampire Survivors,Il Molise,Unlock Hyper mode for any normal stage.,True,2023-12-20 22:06:04
Vampire Survivors,Skip 1,Survive 15 minutes in Molise.,True,2023-12-26 21:38:14
Vampire Survivors,Gorgeous Moon,Evolve the Pentagram.,True,2023-12-20 23:17:21
Vampire Survivors,Mindbender,Fill 50 entries in the Collection.,True,2023-12-20 22:06:04
Vampire Survivors,Coffin: Mad Forest,Find and open the coffin in the Mad Forest.,True,2023-12-21 23:36:20
Vampire Survivors,Phiera Der Tuphello,Survive 10 minutes with Pugnala.,True,2023-12-22 00:16:17
Vampire Survivors,Eight The Sparrow,Survive 15 minutes with Pugnala.,True,2023-12-22 00:16:17
Vampire Survivors,Phieraggi,Evolve and unite Phiera Der Tuphello and Eight The Sparrow.,True,2023-12-22 01:02:19
Vampire Survivors,NO FUTURE,Evolve the Runetracer.,True,2023-12-20 22:06:04
Vampire Survivors,Reroll 3,Reach Level 80 with Bianca Ramba.,True,2023-12-25 23:09:02
Vampire Survivors,Banish 1,Fill 60 entries in the Collection.,True,2023-12-21 20:47:01
Vampire Survivors,Hyper Gallo Tower,Defeat the Giant Enemy Crab in the Gallo Tower.,True,2023-12-21 20:47:01
Vampire Survivors,Sorceress' Tears,Find the Sorceress' Tears.,True,2023-12-21 00:16:04
Vampire Survivors,Gallo Tower,Reach Level 60 in Dairy Plant.,True,2023-12-20 23:17:21
Vampire Survivors,Bianca Ramba,Defeat a total of 3000 Milk Elementals.,True,2023-12-25 01:17:35
Vampire Survivors,Banish 2,Fill 70 entries in the Collection.,True,2023-12-21 22:55:28
Vampire Survivors,Randomazzo,Find the Randomazzo.,True,2023-12-21 20:47:01
Vampire Survivors,Gatti Amari,Survive 15 minutes with Giovanna.,True,2023-12-23 12:24:39
Vampire Survivors,Coffin: Inlaid Library,Find and open the coffin in the Inlaid Library.,True,2023-12-22 00:16:17
Vampire Survivors,V - Chaos in the Dark Night,Reach Level 50 with Giovanna after unlocking the Randomazzo.,True,2023-12-27 00:40:48
Vampire Survivors,IV - Awake,Reach Level 50 with Krochi after unlocking the Randomazzo.,True,2023-12-22 01:33:33
Vampire Survivors,VI - Sarabande of Healing,Find the Randomazzo.,True,2023-12-21 20:47:01
Vampire Survivors,XVI - Slash,Reach Level 50 with Lama after unlocking the Randomazzo.,True,2023-12-22 15:10:03
Vampire Survivors,XVII - Lost & Found Painting,Reach Level 50 with Poppea after unlocking the Randomazzo.,True,2023-12-23 20:57:20
Vampire Survivors,XIX - Heart of Fire,Reach Level 50 with Arca after unlocking the Randomazzo.,True,2023-12-27 01:22:44
Vampire Survivors,O'Sole Meeo,Defeat a total of 3000 Dragon Shrimps.,True,2023-12-23 22:13:53
Vampire Survivors,The Bone Zone,Unlock Hyper mode for 3 normal stages.,True,2023-12-20 23:17:21
Vampire Survivors,Skip 3,Survive 30 minutes in The Bone Zone.,True,2023-12-23 22:57:37
Vampire Survivors,Reroll 4,Reach Level 80 with O'Sole Meeo.,True,2023-12-25 01:17:35
Vampire Survivors,XI - Waltz of Pearls,Reach Level 50 with Imelda after unlocking the Randomazzo.,True,2023-12-27 01:13:52
Vampire Survivors,VII - Iron Blue Will,Reach Level 50 with Gennaro after unlocking the Randomazzo.,True,2023-12-27 00:56:29
Vampire Survivors,Coffin: Gallo Tower,Find and open the coffin in the Gallo Tower.,True,2023-12-21 20:47:01
Vampire Survivors,XVIII - Boogaloo of Illusions,Reach Level 50 with Concetta after unlocking the Randomazzo.,True,2023-12-25 20:24:42
Vampire Survivors,Vicious Hunger,Evolve the Gatti Amari.,True,2023-12-23 12:24:39
Vampire Survivors,Valkyrie Turner,Evolve the Shadow Pinion.,True,2023-12-21 21:12:51
Vampire Survivors,XV - Disco of Gold,Reach minute 31 in the Inlaid Library after unlocking the Randomazzo.,True,2023-12-25 18:49:27
Vampire Survivors,Banish 3,Fill 80 entries in the Collection.,True,2023-12-22 01:02:19
Vampire Survivors,Magic Banger,Find the Magic Banger.,True,2023-12-22 12:33:38
Vampire Survivors,Shadow Pinion,Survive 15 minutes with Concetta.,True,2023-12-21 21:12:51
Vampire Survivors,Moongolow,Unlock Hyper mode for 4 normal stages.,True,2023-12-21 20:47:01
Vampire Survivors,Skip 4,Survive 15 minutes in Moongolow.,True,2023-12-21 21:39:15
Vampire Survivors,Glass Vizard,Find and buy the Glass Vizard.,True,2023-12-22 12:36:13
Vampire Survivors,XIV - Jail of Crystal,Reach Level 50 with Pasqualina after unlocking the Randomazzo.,True,2023-12-27 01:18:22
Vampire Survivors,XII - Out of Bounds,Reach minute 31 in the Gallo Tower after unlocking the Randomazzo.,True,2023-12-25 23:09:02
Vampire Survivors,Banish 4,Fill 90 entries in the Collection.,True,2023-12-22 13:36:54
Vampire Survivors,I can't see anything...,Find the Yellow Sign.,True,2023-12-21 22:00:37
Vampire Survivors,Seeker of the Infinite Corridor,Obtain the Infinite Corridor.,True,2023-12-23 23:50:07
Vampire Survivors,Seeker of the Crimson Shroud,Obtain the Crimson Shroud.,True,2023-12-23 22:57:37
Vampire Survivors,X - Beginning,Reach Level 50 with Antonio after unlocking the Randomazzo.,True,2023-12-27 01:09:38
Vampire Survivors,VIII - Mad Groove,Reach minute 31 in the Mad Forest after unlocking the Randomazzo.,True,2023-12-24 00:39:30
Vampire Survivors,Torrona's Box,Hold 6 different weapon evolutions at once.,True,2023-12-20 22:06:04
Vampire Survivors,Omni,Get Torrona's Box to Level 9.,True,2023-12-21 20:47:01
Vampire Survivors,Cappella Magna,Reach Level 80 in Gallo Tower.,True,2023-12-21 22:00:37
Vampire Survivors,Coffin: Cappella Magna,Find and open the coffin in the Cappella Magna.,True,2023-12-22 01:02:19
Vampire Survivors,Vento Sacro,Survive 15 minutes with Zi'Assunta.,True,2023-12-24 22:57:45
Vampire Survivors,Fuwalafuwaloo,Unite Vento Sacro and Bloody Tear.,True,2023-12-24 22:57:45
Vampire Survivors,Hyper Cappella Magna,Defeat the Trinacria in the Cappella Magna.,True,2023-12-22 01:02:19
Vampire Survivors,Sir Ambrojoe,Defeat a total of 6000 Stage Killers.,True,2023-12-26 22:55:28
Vampire Survivors,III - Tragic Princess,Reach Level 50 with Porta after unlocking the Randomazzo.,True,2023-12-27 00:28:19
Vampire Survivors,XX - Silent Old Sanctuary,Reach minute 31 in the Dairy Plant after unlocking the Randomazzo.,True,2023-12-25 01:17:35
Vampire Survivors,Banish 5,Fill 100 entries in the Collection.,True,2023-12-23 23:50:07
Vampire Survivors,Reroll 5,Reach Level 80 with Sir Ambrojoe.,True,2023-12-27 00:10:31
Vampire Survivors,Grim Grimoire,Find the Grim Grimoire.,True,2023-12-20 22:06:04
Vampire Survivors,Ars Gouda,Find the Ars Gouda.,True,2023-12-20 23:17:21
Vampire Survivors,Great Gospel,Find the Great Gospel.,True,2023-12-22 01:02:19
Vampire Survivors,Game Killer,Defeat the final enemy in the Cappella Magna after unlocking the Randomazzo.,True,2023-12-22 01:02:19
Vampire Survivors,Boss Rash,Unlock Hyper mode for all 5 normal stages.,True,2023-12-22 01:02:19
Vampire Survivors,Skip 5,Survive 15 minutes in Boss Rash.,True,2023-12-25 01:17:35
Vampire Survivors,II - Twilight Requiem,Reach Level 50 with Dommario after unlocking the Randomazzo.,True,2023-12-27 00:20:16
Vampire Survivors,I - Gemini,Reach Level 50 with Pugnala after unlocking the Randomazzo.,True,2023-12-22 00:16:17
Vampire Survivors,Forbidden Scrolls,Find the Forbidden Scrolls of Morbane.,True,2023-12-23 22:57:37
Vampire Survivors,XIII - Wicked Season,Reach Level 50 with Christine after finding the Randomazzo.,True,2023-12-24 21:07:49
Vampire Survivors,Queen Sigma,Complete the Collection.,True,2023-12-27 01:22:44
Vampire Survivors,Victory Sword,Defeat 100000 enemies in a single run with Queen Sigma.,True,2023-12-27 01:50:32
Vampire Survivors,IX - Divine Bloodline,Reach Level 50 with Suor Clerici after unlocking the Randomazzo.,True,2023-12-27 01:04:01
Vampire Survivors,XXI - Blood Astronomia,Reach Level 50 with Poe after unlocking the Randomazzo.,True,2023-12-25 23:49:57
Vampire Survivors,Bracelet,Complete any 30 minutes stage with Gallo or Divano.,True,2023-12-25 18:49:27
Vampire Survivors,Tri-Bracelet,Evolve the Bracelet and then the Bi-Bracelet.,True,2023-12-25 20:49:38
Vampire Survivors,Candybox,Discover every standard evolution and union.,True,2023-12-25 20:49:38
Vampire Survivors,The Eudaimonia Machine,Find all the relics from all stages.,True,2023-12-23 22:57:37
Vampire Survivors,Gracia's Mirror,Obtain Gracia's Mirror.,True,2023-12-24 11:55:11
Vampire Survivors,Seventh Trumpet,Obtain the Seventh Trumpet.,True,2023-12-24 21:07:49
Vampire Survivors,Greatest Jubilee,See the final fireworks.,True,2023-12-25 23:31:28
Vampire Survivors,EXTRA: Seal I,Banish 10 or more weapons in a single run.,True,2023-12-24 22:57:45
Vampire Survivors,EXTRA: Tiny Bridge,Reach Level 80 in Inverse Gallo Tower.,True,2023-12-26 23:00:03
Vampire Survivors,Miang,Find and open the coffin in Mt.Moonspell.,False,null
Vampire Survivors,Silver Wind,Survive 15 minutes with Miang.,False,null
Vampire Survivors,Menya,Evolve the Silver Wind.,False,null
Vampire Survivors,Four Seasons,Survive 15 minutes with Menya.,False,null
Vampire Survivors,Syuuto,Evolve the Four Seasons.,False,null
Vampire Survivors,Summon Night,Survive 15 minutes with Syuuto.,False,null
Vampire Survivors,Babi-Onna,Evolve the Summon Night.,False,null
Vampire Survivors,Mirage Robe,Survive 15 minutes with Babi-Onna.,False,null
Vampire Survivors,McCoy-Oni,Evolve the Mirage Robe.,False,null
Vampire Survivors,108 Bocce,Survive 15 minutes with McCoy-Oni.,False,null
Vampire Survivors,Megalo Menya,Defeat 100000 enemies in a single run with Menya.,False,null
Vampire Survivors,Megalo Syuuto,Defeat 100000 enemies in a single run with Syuuto.,False,null
Vampire Survivors,Gav'Et-Oni,Defeat a total of 6000 Kappa.,False,null
Vampire Survivors,Night Sword,Find a Night Sword.,False,null
Vampire Survivors,Muramasa,Evolve the Night Sword.,False,null
Vampire Survivors,Hyper Mt.Moonspell,Defeat the Orochimario in Mt.Moonspell.,False,null
Vampire Survivors,Boo Roo Boolle,Evolve the Mille Bolle Blu.,False,null
Vampire Survivors,EXTRA: Bat Country,Reach Level 80 in Inverse Mad Forest.,True,2023-12-24 21:07:49
Vampire Survivors,EXTRA: Apoplexy,Find the Apoplexy at minute 09:00 in Bat Country.,True,2023-12-24 21:25:21
Vampire Survivors,EXTRA: Chaos Malachite,Find the Chaos Malachite at minute 18:00 in Bat Country.,True,2023-12-24 22:12:02
Vampire Survivors,EXTRA: Seal II,Banish 20 or more weapons in a single run.,True,2023-12-26 11:35:14
Vampire Survivors,Eleanor Uziron,Find and open the coffin in Lake Foscari.,False,null
Vampire Survivors,SpellString,Survive 15 minutes with Eleanor Uziron.,False,null
Vampire Survivors,SpellStream,Get SpellStream to Level 6.,False,null
Vampire Survivors,SpellStrike,Get SpellStrike to Level 6.,False,null
Vampire Survivors,Maruto Cuts,"Unite SpellString, SpellStream, and SpellStrike.",False,null
Vampire Survivors,Eskizzibur,Survive 15 minutes with Maruto Cuts.,False,null
Vampire Survivors,Keitha Muort,Evolve the Eskizzibur.,False,null
Vampire Survivors,Flash Arrow,Survive 15 minutes with Keitha Muort.,False,null
Vampire Survivors,Millionaire,Evolve the Flash Arrow.,False,null
Vampire Survivors,Abyss Foscari,"With Keitha, break the Seal of the Lake.",False,null
Vampire Survivors,Luminaire Foscari,"With Maruto, break the Seal of the Abyss.",False,null
Vampire Survivors,Genevieve Gruyère,"With Eleanor, break the Seal of the Banished.",False,null
Vampire Survivors,Prismatic Missile,Survive 15 minutes with Luminaire Foscari.,False,null
Vampire Survivors,Luminaire,Evolve the Prismatic Missile.,False,null
Vampire Survivors,Shadow Servant,Survive 15 minutes with Genevieve Gruyère.,False,null
Vampire Survivors,Ophion,Evolve the Shadow Servant.,False,null
Vampire Survivors,Je-Ne-Viv,Defeat 100000 enemies in a single run with Genevieve Gruyère.,False,null
Vampire Survivors,Happy Birthday,Defeat a total of 6000 Sammies.,False,null
Vampire Survivors,Rottin'Ghoul,Defeat a total of 6000 Rotting Ghouls.,False,null
Vampire Survivors,Hyper Lake Foscari,Defeat the Avatar of Gaea in Lake Foscari.,False,null
Vampire Survivors,Hyper Abyss Foscari,Defeat Je-Ne-Viv in Abyss Foscari.,False,null
Vampire Survivors,EXTRA: Astral Stair,Reach Level 80 in Inverse Inlaid Library.,True,2023-12-25 23:09:02
Vampire Survivors,EXTRA: Chaos Rosalia,Find the Chaos Rosalia in Astral Stair.,True,2023-12-27 00:00:53
Vampire Survivors,EXTRA: Trisection,Find the Trisection.,True,2023-12-27 00:00:53
Vampire Survivors,EXTRA: Astral Stair Map,Find the Astral Stair Map.,True,2023-12-27 00:00:53
Vampire Survivors,Mt.Moonspell Map,Find the Mt.Moonspell Map.,False,null
Vampire Survivors,Lake Foscari Map,Find the Lake Foscari Map.,False,null
Vampire Survivors,EXTRA: Chaos Altemanna,Find the Chaos Altemanna in Tiny Bridge.,True,2023-12-26 23:10:47
Vampire Survivors,EXTRA: Whiteout,Find 20 Orologions.,True,2023-12-22 00:16:17
Vampire Survivors,EXTRA: Glass Fandango,Get Glass Fandango to Level 7.,True,2023-12-23 20:57:20
Vampire Survivors,EXTRA: Celestial Voulge,Evolve the Glass Fandango.,True,2023-12-23 23:50:07
Vampire Survivors,EXTRA: She-Moon Eeta,Survive 20 minutes in Whiteout.,True,2023-12-23 20:57:20
Vampire Survivors,EXTRA: Antidote,Find the Antidote in Whiteout.,True,2023-12-23 21:21:46
Vampire Survivors,EXTRA: Adventures,Obtain the Atlas Gate in Boss Rash.,False,null
Vampire Survivors,EXTRA: Space 54,Find 5 Gold Fingers.,False,null
Vampire Survivors,EXTRA: Phas3r,Get Phas3r to level 7.,False,null
Vampire Survivors,EXTRA: Photonstorm,Evolve the Phas3r.,False,null
Vampire Survivors,EXTRA: Space Dude,Survive 20 minutes in Space 54.,False,null
Vampire Survivors,EXTRA: Brave Story,Find the Brave Story at minute 18 in Space 54.,False,null
Vampire Survivors,EXTRA: Pako Battiliar,Defeat a total of 161616 bats.,False,null
Vampire Survivors,EXTRA: Bat Robbert,Evolve the Pako Battiliar.,False,null
Vampire Survivors,EXTRA: Laborratory,Find 33 Rosaries.,False,null
Vampire Survivors,EXTRA: Santa Javelin,Get Santa Javelin to level 7.,False,null
Vampire Survivors,EXTRA: Seraphic Cry,Evolve the Santa Javelin.,False,null
Vampire Survivors,EXTRA: Santa Ladonna,Survive 20 minutes in Laborratory.,False,null
Vampire Survivors,EXTRA: Arma Dio,Find an Arma Dio in Laborratory.,False,null
Vampire Survivors,EXTRA: Carlo Cart,Deal a total of 25120 damage with the Laborratory Train. ,False,null
Vampire Survivors,EXTRA: Seal III,Banish 40 or more weapons in a single run.,False,null
Vampire Survivors,EXTRA: Retired Poe Ratcho,Complete once the adventure A Garlic Paradise.,False,null
Vampire Survivors,EXTRA: Unblinded Imelda Belpaese,Complete once the adventure World of Light and Dark.,False,null
Vampire Survivors,EXTRA: Room 1665,no description available,False,null
Vampire Survivors,EXTRA: Darkasso,no description available,False,null
Vampire Survivors,EXTRA: VI - Moonlight Bolero,no description available,False,null
Vampire Survivors,EXTRA: I - Sapphire Mist,no description available,False,null
Vampire Survivors,EXTRA: X - Hail from the Future,no description available,False,null
Vampire Survivors,EXTRA: XII - Crystal Cries,no description available,False,null
Vampire Survivors,EXTRA: XXI - Wandering the Jet Black,no description available,False,null
Father's Day,Welcome,You have started the game «Father’s Day»,False,null
Father's Day,ACT 1,Successful loading of the first act,False,null
Father's Day,No one's home,no description available,False,null
Father's Day,Wanted!,no description available,False,null
Father's Day,Is the universe infinite?,You have passed through a portal into another reality,False,null
Father's Day,ACT 2,Successful loading of the second act,False,null
Father's Day,No signal!,no description available,False,null
Father's Day,We are waiting for you!,You picked up the invitation,False,null
Father's Day,ACT 3,Successful loading of the third act,False,null
Father's Day,"The Lion, the witch and the magic Cabinet",You opened the pantry,False,null
Father's Day,ACT 4,Successful loading of the fourth act,False,null
Father's Day,ACT 5,Successful loading of the fifth act,False,null
Father's Day,It was Sergeant Henry who dropped it,no description available,False,null
Father's Day,Who wears a red nose?,no description available,False,null
Father's Day,It's him!,no description available,False,null
Father's Day,"Home, sweet home.",Not the best memories,False,null
Father's Day,ACT 6,Successful loading of the sixth act,False,null
Father's Day,Play for now…,Did you take the toy to Peter,False,null
Father's Day,It's time to go to bed,Did you turn off the vinyl player before you went to bed,False,null
Father's Day,ACT 7,Successful loading of the seventh act,False,null
Father's Day,Sit in the chair and watch this video already!,Phil didn't immediately sit down in the chair by the video player,False,null
Father's Day,ACT 8,Successful loading of the eighth act,False,null
Father's Day,You're dead!,no description available,False,null
Father's Day,Don't get caught!,The Park and the Clown,False,null
Father's Day,You're dead!,no description available,False,null
Father's Day,A bird in a cage,Have you found Peter,False,null
Father's Day,ACT 9,Successful loading of the ninth act,False,null
Father's Day,Father’s Day – forever!,You have uploaded an additional level,False,null
Father's Day,Locked Up,no description available,False,null
Father's Day,Find Yourself,no description available,False,null
Father's Day,Summer of ‘58,no description available,False,null
Father's Day,The final!,You have passed the game by 100%,False,null
Father's Day,The Sorceress's Tent,Level selection,False,null
Father's Day,The show doesn't start!,no description available,False,null
Father's Day,Can we play?,You have found a slot machine!,False,null
Father's Day,Let's merge all the money!,no description available,False,null
Father's Day,From Day To Day,no description available,False,null
Father's Day,You've collected all the notes.,no description available,False,null
Father's Day,The passage is open.,You have removed all the locks on the chains.,False,null
Father's Day,Coin collector.,no description available,False,null
PUBG: BATTLEGROUNDS,Last Survivor,Win a game 10 times.,False,null
PUBG: BATTLEGROUNDS,Winner Winner Chicken Dinner!,Obtain a Chicken Dinner in Solo.,False,null
PUBG: BATTLEGROUNDS,Dynamic Duo,Obtain a Chicken Dinner in Duos.,False,null
PUBG: BATTLEGROUNDS,Fantastic Four,Obtain a Chicken Dinner in Squads.,False,null
PUBG: BATTLEGROUNDS,Top 10,Reach the top 10 10 times.,False,null
PUBG: BATTLEGROUNDS,Pacifist,Reach the top 10 without killing anyone.,False,null
PUBG: BATTLEGROUNDS,CQB Master,"Kill 200 players with a shotgun, a submachine gun, and/or a pistol.",False,null
PUBG: BATTLEGROUNDS,CQB Expert,"Kill 50 players with a shotgun, a submachine gun, and/or a pistol.",False,null
PUBG: BATTLEGROUNDS,CQB Novice,"Kill 10 players with a shotgun, a submachine gun, and/or a pistol.",False,null
PUBG: BATTLEGROUNDS,Marksman Master,Kill 100 players with an assault rifle and/or a sniper rifle from over 100 meters away.,False,null
PUBG: BATTLEGROUNDS,Marksman Expert,Kill 30 players with an assault rifle and/or a sniper rifle from over 100 meters away.,False,null
PUBG: BATTLEGROUNDS,Marksman Novice,Kill 10 players with an assault rifle and/or a sniper rifle from over 100 meters away.,False,null
PUBG: BATTLEGROUNDS,Nade King Master,Kill 50 players with grenades.,False,null
PUBG: BATTLEGROUNDS,Nade King Expert,Kill 30 players with grenades.,False,null
PUBG: BATTLEGROUNDS,Nade King Novice,Kill 10 players with grenades.,False,null
PUBG: BATTLEGROUNDS,Long and Winding Road,Kill 1000 players by any means.,False,null
PUBG: BATTLEGROUNDS,Collateral Damage,Kill 100 players by any means.,False,null
PUBG: BATTLEGROUNDS,Devil Inside Me,Kill 10 players by any means.,False,null
PUBG: BATTLEGROUNDS,Blood on My Hands,Kill a player by any means.,True,2023-02-02 21:50:40
PUBG: BATTLEGROUNDS,The First Rule Is…,Kill 20 players with bare hands.,False,null
PUBG: BATTLEGROUNDS,Killing Spree,Kill at least 4 players in a single match.,False,null
PUBG: BATTLEGROUNDS,Trigonometry Involved,Headshot and kill 10 enemy players with a sniper rifle.,False,null
PUBG: BATTLEGROUNDS,"Okay, Now I'm Ready","Equip a Lv.3 Helmet, Military Vest, and Backpack in 10 matches.",False,null
PUBG: BATTLEGROUNDS,First Blood,Get the first kill of a match.,False,null
PUBG: BATTLEGROUNDS,Shoot the Knee,Kill 10 players with the crossbow.,False,null
PUBG: BATTLEGROUNDS,"First Come, First Served",Loot 50 items from the carepackage.,False,null
PUBG: BATTLEGROUNDS,Agent 48,Kill 50 players with suppressed weapons.,False,null
PUBG: BATTLEGROUNDS,"Now You See Me, Now You Don't",Equip a ghillie suit for the first time.,False,null
PUBG: BATTLEGROUNDS,Airborne,Jump out from an airplane 101 times.,False,null
PUBG: BATTLEGROUNDS,Fury Road,Kill 10 players with a gun while in a vehicle.,False,null
PUBG: BATTLEGROUNDS,Guardian Angel,Revive a knocked-downed teammate.,False,null
PUBG: BATTLEGROUNDS,Ghost,Equip a suppressed weapon in every weapon slot. Let's find out which weapon is suppressed!,False,null
PUBG: BATTLEGROUNDS,Don't Pan Me Bro!,Kill another player with the frying pan.,False,null
PUBG: BATTLEGROUNDS,Fast and Furious,Kill 10 players by hitting them with a vehicle.,False,null
PUBG: BATTLEGROUNDS,You Complete Me,Wear the outfit of a dead player.,True,2023-02-02 21:50:58
PUBG: BATTLEGROUNDS,Cruising with the Enemy,Get into a vehicle where an enemy player is already in.,False,null
PUBG: BATTLEGROUNDS,Health Junkie,Charge your boost gauge to the max with energy drink and painkiller overdose.,False,null
One-armed cook,Master Chef,Serve 50 perfect dishes to customers,False,null
One-armed cook,Kitchen Wizard,Serve 100 perfect dishes to customers,False,null
One-armed cook,Perfection Prodigy,Serve 200 perfect dishes to customers,False,null
One-armed cook,Fire Fighter,Put out 25 fires,False,null
One-armed cook,Blaze Buster,Put out 50 fires,False,null
One-armed cook,Inferno Inspector,Put out 75 fires,False,null
One-armed cook,Grill Novice,Cook 100 ingredients,False,null
One-armed cook,Oven Ace,Cook 200 ingredients,False,null
One-armed cook,Grill Master,Cook 500 ingredients,False,null
One-armed cook,Dishwasher Apprentice,Wash 25 dishes,False,null
One-armed cook,Dishwashing Dynamo,Wash 50 dishes,False,null
One-armed cook,Scrubber Supreme,Wash 100 dishes,False,null
One-armed cook,Sous Chef Struggler,Serve 10 bad dishes,False,null
One-armed cook,Kitchen Klutz,Serve 20 bad dishes,False,null
One-armed cook,Culinary Catastrophe,Serve 50 bad dishes,False,null
One-armed cook,Kitchen Conqueror,Win 10 games in normal mode,False,null
One-armed cook,Sous Chef Supreme,Win 20 games in normal mode,False,null
One-armed cook,Culinary Champion,Win 50 games in normal mode,False,null
One-armed cook,Flavor Explorer,Use 100 ingredients in dishes,False,null
One-armed cook,Ingredients Innovator,Use 200 ingredients in dishes,False,null
One-armed cook,Culinary Creator,Use 500 ingredients in dishes,False,null
One-armed cook,This isn't what i ordered!,no description available,False,null
Tell Me Why,Chapter One,no description available,False,null
Tell Me Why,Rear View Mirror,no description available,False,null
Tell Me Why,Homecoming,no description available,False,null
Tell Me Why,Bound To A Lie,no description available,False,null
Tell Me Why,Full Confession,no description available,False,null
Tell Me Why,Hacking 101,Find the password to unlock the Police Station computer,False,null
Tell Me Why,Crafty Goblins,no description available,False,null
Tell Me Why,One For The Collection,Find your first hidden Book of Goblins figure,False,null
Tell Me Why,We Need To Talk,Take time to talk things over with your twin.,False,null
Tell Me Why,This Is Despicable,no description available,False,null
Tell Me Why,Chapter Two,no description available,False,null
Tell Me Why,Rest In Peace,no description available,False,null
Tell Me Why,Cold Case,no description available,False,null
Tell Me Why,Arborglyph,no description available,False,null
Tell Me Why,Guess Who?,Figure out who inspired each Book of Goblin character,False,null
Tell Me Why,State Your Emergency,no description available,False,null
Tell Me Why,Sharp Shooter,Win the plush battle,False,null
Tell Me Why,Kick Me,Stick a note on Tyler's back,False,null
Tell Me Why,Moo'd Changer,Prove to Tyler that moo boxes are actually funny,False,null
Tell Me Why,Remember Strange Vampyr,no description available,False,null
Tell Me Why,A New Chapter,no description available,False,null
Tell Me Why,Lock-Up And Go,no description available,False,null
Tell Me Why,Are You My Daddy?,no description available,False,null
Tell Me Why,The Princess' Lost Treasure,no description available,False,null
Tell Me Why,Twins4life,Complete the story with the twins strongly bound together,False,null
Tell Me Why,Life Tears Us Apart,Complete the story with the twin's bond weakened,False,null
Tell Me Why,And Everything In Its Place,no description available,False,null
Tell Me Why,Just One Fix,Help Sam fix the engine,False,null
Tell Me Why,Fish all the Fish,Catch all the fish with Michael,False,null
Tell Me Why,Mailbox Bandit,Find out who the Mailbox Bandit really is,False,null
ARK: Survival Evolved,Veteran Paleontologist,You found the Dossiers of each of ARK's initial Specimens!,False,null
ARK: Survival Evolved,Veteran Survivor,You defeated ARK's first Guardian!,False,null
ARK: Survival Evolved,Artifact Archaeologist,You personally retrieved all the Artifacts!,False,null
ARK: Survival Evolved,Expert Survivor,You defeated ARK's second Guardian!,False,null
ARK: Survival Evolved,Master Survivor,You defeated ARK's third Guardian!,False,null
ARK: Survival Evolved,Survivor Evolved,You've defeated ARK's three Guardians! And yet...,False,null
ARK: Survival Evolved,Your first day...,You Survived a full day and night on the ARK!,True,2022-09-19 21:13:07
ARK: Survival Evolved,Your first Dino...,You Tamed a Dinosaur!,True,2022-09-19 20:32:43
ARK: Survival Evolved,Your first Ride...,You Rode a Dinosaur!,True,2022-09-19 20:57:03
ARK: Survival Evolved,Maximum Survivor,You reached the Maximum Survivor Level!,False,null
ARK: Survival Evolved,Maximum Dinosaur,One of your Dinosaurs reached Maximum Level!,False,null
ARK: Survival Evolved,Rex Rider,You rode on the back of a T-Rex!,False,null
ARK: Survival Evolved,Giga Rider,You rode on the back of a Giganotosaurus!,False,null
ARK: Survival Evolved,Map Maker,You uncovered more than 80% of the Mini-Map!,False,null
ARK: Survival Evolved,Highest Peak,You've reached the highest mountain peak of the ARK!,False,null
ARK: Survival Evolved,Lowest Depth,You've reached the bottom of the ARK's oceans!,False,null
ARK: Survival Evolved,Cure-All,You've cured yourself of Swamp Fever!,False,null
ARK: Survival Evolved,Gamma Ascension,"You Ascended off the ARK, at Gamma level!",False,null
ARK: Survival Evolved,Beta Ascension,"You Ascended off the ARK, at Beta level!",False,null
ARK: Survival Evolved,Alpha Ascension,"You Ascended off the ARK, at Alpha level!",False,null
ARK: Survival Evolved,Beginner Explorer,You discovered 10% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Experienced Explorer,You've discovered 20% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Adventurous Explorer,You've discovered 30% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Studious Explorer,You've discovered 40% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Veteran Explorer,You've discovered 50% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Adept Explorer,You've discovered 60% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Professional Explorer,You've discovered 70% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Expert Explorer,You've discovered 80% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Master Explorer,You've discovered 90% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Perfect Explorer,You've discovered 100% of the Explorer Notes on the ARK!,False,null
ARK: Survival Evolved,Master Zoologist,You tamed all of the domesticable creatures on the ARK!,False,null
